state,account_length,area_code,phone_number,intl_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churned
SC,97,510,385-6336,no,no,0,164.2,97,27.91,232.2,85,19.74,198.8,118,8.95,6.5,3,1.76,1,False
VA,93,510,367-7403,yes,no,0,172.4,133,29.31,205.6,77,17.48,245.8,126,11.06,9.1,9,2.46,1,False
NJ,97,415,348-4088,no,no,0,259.6,138,44.13,233.9,91,19.88,140.6,119,6.33,13,4,3.51,1,False
OK,134,408,403-7828,no,yes,10,159.4,79,27.1,91,94,7.74,199.5,137,8.98,10,3,2.7,2,False
ME,57,510,410-5934,no,yes,37,69.5,94,11.82,220.9,76,18.78,218.5,113,9.83,11.9,3,3.21,0,False
OK,109,415,412-6547,yes,no,0,166.5,101,28.31,268.4,119,22.81,126.2,112,5.68,10.2,3,2.75,3,False
IL,66,415,356-3997,no,yes,21,134.4,110,22.85,136.2,104,11.58,215.6,105,9.7,9.7,4,2.62,3,False
GA,162,408,399-7881,no,yes,21,205.2,128,34.88,231.7,128,19.69,180.3,100,8.11,10.6,3,2.86,2,False
NC,115,415,344-6590,no,yes,26,132.3,142,22.49,273.4,89,23.24,195.7,77,8.81,14.8,7,4,0,False
HI,132,415,391-9577,no,no,0,140.3,144,23.85,294.8,89,25.06,153.5,126,6.91,11.7,4,3.16,2,False
OK,152,415,358-2313,no,no,0,284.6,113,48.38,141.8,101,12.05,127.4,78,5.73,12.6,5,3.4,0,False
DC,86,415,403-8605,no,yes,29,189.3,107,32.18,221.3,101,18.81,325.6,137,14.65,13.8,3,3.73,1,False
SC,36,415,400-6146,no,no,0,184.6,132,31.38,193.7,69,16.46,283.5,83,12.76,5.9,3,1.59,1,False
MN,118,415,352-8208,no,no,0,161.6,96,27.47,223.9,113,19.03,240.6,137,10.83,6.8,2,1.84,0,False
HI,137,510,374-2532,no,yes,20,268.5,91,45.65,128.8,121,10.95,146.4,98,6.59,12.7,6,3.43,1,False
NJ,67,415,375-1948,no,no,0,178,77,30.26,233.6,88,19.86,175.6,88,7.9,6.3,4,1.7,2,False
MI,164,415,333-6830,no,no,0,215.6,90,36.65,171.6,99,14.59,110.4,105,4.97,11.3,6,3.05,1,False
UT,180,510,380-6612,no,no,0,253.9,69,43.16,184.2,138,15.66,174.3,83,7.84,0.4,7,0.11,1,False
IA,80,408,413-5903,no,yes,22,182.8,142,31.08,229.3,111,19.49,313.8,85,14.12,11.3,2,3.05,1,False
CO,126,415,334-4951,no,no,0,120,82,20.4,213.6,111,18.16,312.9,136,14.08,7.5,6,2.03,1,False
MS,138,408,361-4439,no,no,0,138.7,124,23.58,280.3,64,23.83,206.7,98,9.3,10.4,4,2.81,1,False
MA,101,408,372-5924,no,no,0,189,122,32.13,179.2,91,15.23,186.8,170,8.41,11.1,6,3,0,False
NY,147,408,396-6046,no,no,0,134.6,91,22.88,175.1,83,14.88,201.1,114,9.05,8.9,3,2.4,0,False
VA,58,408,364-2177,no,no,0,181.4,106,30.84,145.8,77,12.39,200.3,85,9.01,7.9,3,2.13,0,False
IN,35,510,396-8804,no,yes,23,194.6,106,33.08,199.8,132,16.98,189.6,88,8.53,10.1,7,2.73,4,False
NH,163,415,382-5328,no,yes,39,268.1,104,45.58,216.6,65,18.41,359.9,118,16.2,11.4,4,3.08,0,False
IL,103,408,383-4867,no,no,0,205.2,74,34.88,200.8,97,17.07,251.1,94,11.3,11.2,1,3.02,1,False
AK,152,510,341-9387,no,no,0,302.8,143,51.48,189.8,69,16.13,214.9,114,9.67,10.9,4,2.94,2,True
WV,44,408,335-4603,no,no,0,213.2,85,36.24,224,128,19.04,137.8,74,6.2,12.5,5,3.38,1,False
NH,75,510,361-5581,no,no,0,192,106,32.64,140.4,97,11.93,190.1,94,8.55,7.6,5,2.05,2,False
NM,103,408,417-6460,no,no,0,107.9,111,18.34,166.9,129,14.19,208.5,78,9.38,9.7,3,2.62,1,False
RI,126,510,397-6978,no,no,0,181.7,102,30.89,216.3,114,18.39,317.9,83,14.31,12.4,6,3.35,1,False
KS,104,408,395-1632,no,no,0,191.8,105,32.61,148.7,96,12.64,234.8,123,10.57,19.3,4,5.21,1,False
AR,99,408,342-5216,no,yes,21,180.2,97,30.63,167.7,47,14.25,203.1,84,9.14,14.6,5,3.94,2,False
NH,119,408,359-8717,no,no,0,215.1,105,36.57,249.4,104,21.2,249.9,83,11.25,10.8,8,2.92,2,False
KY,155,510,372-8097,yes,yes,38,234.6,84,39.88,214.9,119,18.27,196.7,69,8.85,8,2,2.16,1,True
KS,51,415,355-4598,no,yes,43,158.2,94,26.89,213.2,105,18.12,190.4,91,8.57,8.5,2,2.3,2,False
SC,142,510,395-6285,no,no,0,204.2,98,34.71,188.9,85,16.06,231.2,136,10.4,6.5,6,1.76,1,False
ID,108,415,417-8487,no,no,0,221.8,105,37.71,108.2,107,9.2,207.1,87,9.32,12.1,3,3.27,2,False
OH,154,415,413-3922,no,yes,14,183,113,31.11,187,144,15.9,181.1,112,8.15,10.2,3,2.75,1,False
AL,171,510,348-9777,no,no,0,221.5,103,37.66,109.5,58,9.31,134.6,115,6.06,11.6,4,3.13,1,False
KS,33,415,403-6319,no,no,0,228.1,77,38.78,176.3,102,14.99,224.5,119,10.1,7.5,1,2.03,0,False
CT,68,510,373-8655,yes,no,0,197.7,99,33.61,188.8,106,16.05,254.6,80,11.46,19.2,4,5.18,3,True
WY,65,415,376-6485,no,yes,21,135.1,120,22.97,238.4,90,20.26,286.4,93,12.89,11,9,2.97,4,False
NV,95,415,377-4669,no,yes,35,238.3,86,40.51,258.1,132,21.94,194.9,72,8.77,13.1,4,3.54,5,False
ID,47,415,387-1110,no,yes,28,196.2,88,33.35,194.8,106,16.56,243,103,10.93,10.5,10,2.84,0,False
IN,49,415,399-3758,no,yes,20,205.9,109,35,298.4,105,25.36,142.1,91,6.39,12.3,3,3.32,4,False
AK,104,415,362-7200,no,no,0,174.1,97,29.6,174.6,104,14.84,182.7,158,8.22,9.3,4,2.51,3,False
AR,173,408,369-6950,no,no,0,154.6,81,26.28,147.3,100,12.52,132.9,99,5.98,6.9,5,1.86,0,False
WI,98,415,420-8171,yes,yes,20,186.2,112,31.65,145.3,65,12.35,142.8,104,6.43,10.9,4,2.94,3,False
IN,81,415,388-7109,no,no,0,176.1,113,29.94,162,80,13.77,160.9,83,7.24,11.9,4,3.21,1,False
KY,70,408,329-2539,no,no,0,156.6,82,26.62,193.1,112,16.41,179.8,108,8.09,12.6,1,3.4,1,False
AZ,63,415,409-2188,no,yes,19,163,75,27.71,238.4,103,20.26,171.8,100,7.73,11.3,3,3.05,3,False
IN,32,415,341-5178,no,no,0,103.6,78,17.61,238.5,115,20.27,186.9,70,8.41,11,4,2.97,2,False
NC,111,415,382-9271,no,no,0,162.1,98,27.56,217.6,87,18.5,264.1,107,11.88,7.7,1,2.08,0,False
MD,96,415,410-4408,no,no,0,149.2,125,25.36,210.6,119,17.9,290.5,102,13.07,9.4,3,2.54,4,False
NM,79,415,416-9571,no,no,0,187.3,108,31.84,177.1,72,15.05,269.2,135,12.11,9.5,3,2.57,3,False
OH,123,510,410-1505,no,no,0,222.4,90,37.81,286.3,104,24.34,300.8,95,13.54,9.9,3,2.67,2,True
IN,88,415,329-8143,no,no,0,82.7,94,14.06,157.5,130,13.39,205.9,81,9.27,10.6,4,2.86,0,True
VA,182,408,343-1137,no,yes,24,215.2,73,36.58,133.1,85,11.31,205.1,79,9.23,10.9,7,2.94,0,False
GA,84,408,389-1031,yes,yes,18,136.8,114,23.26,200.3,110,17.03,199,86,8.96,8,4,2.16,3,False
AL,109,415,357-9596,no,no,0,168,103,28.56,190.8,100,16.22,196.9,65,8.86,7.1,4,1.92,0,False
IA,79,415,330-5163,no,yes,12,62.4,119,10.61,237.6,96,20.2,193.4,116,8.7,7.8,2,2.11,0,False
VA,68,415,415-8689,no,yes,41,226,113,38.42,149.8,115,12.73,184.9,88,8.32,11.5,2,3.11,2,False
SD,129,408,342-8720,no,no,0,52.2,93,8.87,128.8,117,10.95,141.7,63,6.38,9.4,12,2.54,1,False
NV,70,415,332-5129,no,no,0,205.7,80,34.97,221.4,103,18.82,206.2,117,9.28,14.2,5,3.83,2,False
WY,44,415,368-2732,no,yes,20,184.8,105,31.42,195,169,16.58,130.1,121,5.85,11.6,3,3.13,1,False
MA,113,510,393-9216,no,no,0,193.1,93,32.83,206.4,85,17.54,215.9,102,9.72,11.1,2,3,1,False
NJ,38,415,407-3765,no,no,0,228.3,129,38.81,141.9,83,12.06,268.6,116,12.09,9.7,3,2.62,2,False
UT,86,510,377-3136,yes,yes,41,225.5,95,38.34,229.3,101,19.49,134,82,6.03,11.6,10,3.13,2,False
NM,170,408,418-7544,no,no,0,215.4,94,36.62,138.2,97,11.75,237.1,117,10.67,12.5,5,3.38,1,False
NH,59,415,379-8021,no,no,0,163.5,107,27.8,187.1,91,15.9,179.1,100,8.06,10.3,1,2.78,2,False
NJ,112,510,360-8721,no,yes,22,244.7,104,41.6,203.1,88,17.26,222,84,9.99,7.4,6,2,0,False
MA,152,408,411-1584,no,no,0,216.7,70,36.84,152.7,102,12.98,181.2,99,8.15,11.6,6,3.13,1,False
GA,108,415,419-6399,no,yes,15,196.8,79,33.46,173.5,99,14.75,274.7,108,12.36,14.6,5,3.94,1,False
AK,91,510,329-1971,no,no,0,197.3,120,33.54,202.4,89,17.2,290.5,128,13.07,15.3,7,4.13,1,False
AR,57,415,356-2563,no,yes,23,208.7,57,35.48,233.4,132,19.84,108.8,117,4.9,9.1,5,2.46,1,False
WV,112,408,334-2057,no,no,0,168.4,53,28.63,187.5,68,15.94,204.5,125,9.2,9.8,3,2.65,1,False
OR,100,415,394-2717,no,no,0,129.4,69,22,251.3,73,21.36,157.1,92,7.07,10.4,3,2.81,1,False
ID,42,510,364-1284,yes,no,0,260.9,94,44.35,152.8,123,12.99,212.6,94,9.57,11.1,4,3,1,False
NY,68,415,336-8855,no,no,0,267.9,80,45.54,145.4,143,12.36,273.3,119,12.3,14.9,1,4.02,3,True
KY,132,415,390-1966,no,no,0,172.7,90,29.36,344,62,29.24,301.6,113,13.57,5.5,4,1.49,0,False
RI,137,408,409-3582,yes,no,0,159.1,80,27.05,239.8,81,20.38,249,96,11.21,8.5,5,2.3,0,False
ID,42,510,367-8127,no,no,0,166.8,138,28.36,212.4,78,18.05,194.7,70,8.76,12.4,9,3.35,2,False
NH,81,415,382-1590,no,yes,17,145.7,89,24.77,202.9,70,17.25,212.4,92,9.56,9.5,5,2.57,1,False
CO,135,408,351-2833,no,no,0,129.4,104,22,199,96,16.92,142.4,81,6.41,12.3,4,3.32,1,False
IA,102,510,332-3279,no,no,0,171.5,77,29.16,261,107,22.19,328.8,72,14.8,10.2,1,2.75,0,False
MT,117,510,336-7952,no,no,0,180.6,134,30.7,216.6,96,18.41,101,122,4.55,10.6,6,2.86,4,True
WY,37,510,347-6351,no,yes,33,225.7,133,38.37,223.9,115,19.03,192.7,131,8.67,11.2,5,3.02,3,False
HI,72,408,394-8614,no,no,0,153.8,64,26.15,304.4,106,25.87,185,125,8.32,8.4,5,2.27,1,False
WI,48,510,419-5480,no,no,0,176.9,110,30.07,274.3,114,23.32,115.3,125,5.19,11,2,2.97,1,False
DE,155,415,339-2216,no,no,0,250.5,89,42.59,146.1,84,12.42,164.2,60,7.39,8.4,3,2.27,1,False
WA,124,408,383-2254,no,no,0,282.8,108,48.08,246.3,89,20.94,256.4,96,11.54,10.3,1,2.78,3,True
UT,91,510,379-2614,no,no,0,142.6,90,24.24,286.8,102,24.38,222.2,113,10,14.8,3,4,0,False
KY,169,510,354-5402,no,no,0,276.1,120,46.94,123.5,88,10.5,261.9,116,11.79,11.9,5,3.21,1,False
NH,74,510,399-4432,no,no,0,154.3,71,26.23,262.3,105,22.3,235.3,99,10.59,13.9,4,3.75,0,False
RI,101,408,413-1992,yes,yes,35,181,88,30.77,222.5,113,18.91,217.8,103,9.8,11.1,3,3,1,False
CA,142,415,355-1369,no,no,0,108.1,81,18.38,146.9,115,12.49,197.6,84,8.89,9,7,2.43,1,False
PA,61,415,335-2305,no,yes,31,252.1,98,42.86,215.7,149,18.33,135.7,117,6.11,5.1,4,1.38,2,False
MA,50,510,420-8150,no,no,0,160.1,64,27.22,208.7,123,17.74,199.7,84,8.99,7.6,12,2.05,5,True
WI,82,408,395-4108,no,no,0,217.6,82,36.99,169.4,101,14.4,248.9,124,11.2,12.7,3,3.43,0,False
MT,142,415,415-8119,no,yes,22,198.3,144,33.71,157.2,96,13.36,180.9,114,8.14,11.1,4,3,2,False
GA,27,415,379-6964,no,yes,32,190.3,97,32.35,279,77,23.72,133.8,117,6.02,8.4,3,2.27,2,False
AZ,165,408,395-7926,no,yes,23,184.7,63,31.4,168,62,14.28,176.1,125,7.92,8.7,5,2.35,1,False
GA,111,408,327-4579,yes,no,0,159.4,47,27.1,269.3,53,22.89,179.8,103,8.09,13.7,2,3.7,2,True
ME,33,510,375-6665,no,yes,16,125.1,56,21.27,246.6,140,20.96,235.4,109,10.59,12.1,2,3.27,0,False
ME,55,510,383-5695,no,no,0,181.3,100,30.82,200.5,122,17.04,226.9,99,10.21,10.9,2,2.94,1,False
UT,96,510,386-7245,yes,no,0,99.8,101,16.97,253.6,83,21.56,112.5,75,5.06,7.5,6,2.03,0,False
MD,115,408,333-2885,no,no,0,254.8,97,43.32,153.5,110,13.05,217.6,117,9.79,9,4,2.43,1,False
DC,65,408,357-4496,no,no,0,244.5,72,41.57,206.2,88,17.53,299.8,110,13.49,7.6,1,2.05,5,True
OH,50,408,381-7755,no,no,0,167.7,74,28.51,179.9,98,15.29,166.5,73,7.49,10.9,2,2.94,1,False
MO,137,510,400-3457,no,no,0,79.5,121,13.52,164.1,86,13.95,121.8,108,5.48,11.7,7,3.16,2,False
ID,95,408,395-6370,no,no,0,133,94,22.61,196.6,126,16.71,181,128,8.15,9.9,3,2.67,4,True
WA,118,408,409-3198,no,no,0,297.2,113,50.52,188.8,114,16.05,188.9,100,8.5,12.4,6,3.35,1,True
NY,84,415,391-4987,no,no,0,214.9,72,36.53,197.7,92,16.8,153.1,79,6.89,11.9,2,3.21,2,False
NJ,42,408,342-6813,no,no,0,269.9,99,45.88,37.8,76,3.21,166.6,139,7.5,13.8,1,3.73,1,False
NM,53,415,418-6866,no,no,0,143.8,102,24.45,199.6,124,16.97,177.8,65,8,7.8,4,2.11,1,False
ID,123,415,421-6869,no,no,0,132.2,122,22.47,169.9,101,14.44,150.1,123,6.75,12.9,11,3.48,3,True
MO,60,408,373-4263,no,no,0,162.8,117,27.68,163.2,121,13.87,242.4,140,10.91,14.2,2,3.83,1,False
NJ,112,408,406-2551,no,no,0,351.5,95,59.76,206.8,108,17.58,275.8,146,12.41,11.9,4,3.21,1,True
NC,43,415,339-3059,no,no,0,165.8,96,28.19,132,105,11.22,323.2,62,14.54,10.7,6,2.89,0,False
KY,150,415,341-9862,no,yes,24,195.7,108,33.27,208.8,110,17.75,177,84,7.97,11.7,2,3.16,2,False
CT,92,408,411-1056,no,no,0,250.6,100,42.6,41.7,94,3.54,186.2,100,8.38,9.7,6,2.62,2,False
NY,68,510,345-8125,no,no,0,141.9,112,24.12,166.2,94,14.13,223.5,77,10.06,9.2,6,2.48,1,False
OH,159,510,411-4378,no,no,0,168.5,80,28.65,203.9,119,17.33,199.1,126,8.96,8.1,2,2.19,1,False
IL,158,415,416-5463,no,yes,19,127.6,88,21.69,235.2,82,19.99,195,87,8.78,10.1,3,2.73,0,False
IL,119,408,363-8175,no,no,0,197.2,111,33.52,168.1,78,14.29,209.8,84,9.44,4.2,2,1.13,1,False
WA,54,415,414-8688,no,yes,28,217.4,98,36.96,246.2,120,20.93,127,92,5.72,7.5,8,2.03,1,False
NJ,60,415,354-8492,yes,no,0,97.2,91,16.52,243.7,93,20.71,235,116,10.58,10.1,2,2.73,1,True
WI,111,415,373-4947,no,yes,23,87.7,91,14.91,218.3,118,18.56,173.1,87,7.79,12.3,4,3.32,1,False
WV,119,415,406-9868,no,yes,32,186.4,75,31.69,206.9,92,17.59,150.6,80,6.78,12.1,2,3.27,1,False
AL,74,415,366-5737,no,no,0,180,110,30.6,212.9,100,18.1,182.3,95,8.2,11.8,10,3.19,0,False
WY,118,408,421-2900,no,no,0,232.4,92,39.51,191,68,16.24,213,138,9.58,7.7,4,2.08,1,False
ME,124,415,345-4653,no,no,0,151.6,119,25.77,198.1,93,16.84,173.4,91,7.8,11.6,3,3.13,3,False
LA,133,510,387-4808,no,no,0,172.2,81,29.27,214.9,123,18.27,184.3,90,8.29,11.1,6,3,3,False
WI,49,408,331-1846,no,no,0,260.9,88,44.35,174.2,103,14.81,262.8,98,11.83,10.6,4,2.86,1,False
NH,112,415,403-3502,no,no,0,124.4,109,21.15,196.1,119,16.67,166.1,89,7.47,10.2,4,2.75,2,False
HI,130,510,416-1447,no,no,0,126.8,101,21.56,144.1,105,12.25,249.6,117,11.23,11.4,8,3.08,2,False
WV,130,510,334-6371,no,no,0,110,107,18.7,181.9,85,15.46,208,94,9.36,11.7,3,3.16,1,False
UT,188,408,357-3352,no,no,0,231.1,92,39.29,182.4,93,15.5,227.2,89,10.22,9.8,5,2.65,4,False
HI,174,415,371-8517,no,no,0,187.4,74,31.86,144.6,142,12.29,235.7,102,10.61,10.2,1,2.75,1,False
VT,57,415,373-5115,no,no,0,166.4,114,28.29,76.8,119,6.53,260.1,77,11.7,10.9,3,2.94,3,False
TX,98,415,351-4569,yes,no,0,172.5,118,29.33,198.5,107,16.87,230.2,105,10.36,12.6,3,3.4,1,False
MD,105,408,343-6686,no,no,0,141.8,85,24.11,191.3,101,16.26,133.6,126,6.01,10.9,3,2.94,1,False
TN,175,408,349-9172,yes,yes,35,159.5,95,27.12,140.7,100,11.96,176.3,99,7.93,5.4,4,1.46,5,True
GA,100,415,329-4168,no,no,0,218.9,124,37.21,237.5,99,20.19,189.7,52,8.54,11,6,2.97,2,False
MA,132,415,356-9042,no,no,0,138.7,101,23.58,257.5,85,21.89,165.6,92,7.45,7.8,1,2.11,2,False
ND,117,415,390-2562,yes,no,0,158.1,101,26.88,315.1,96,26.78,176.1,108,7.92,13.9,2,3.75,3,True
NJ,65,415,404-4312,no,no,0,97.9,138,16.64,173,102,14.71,262.2,92,11.8,9.2,4,2.48,1,False
NH,131,510,401-9705,no,no,0,103.5,105,17.6,174.1,103,14.8,248.2,95,11.17,11.7,2,3.16,5,True
NJ,114,408,366-5096,no,no,0,206.3,113,35.07,223.5,97,19,234.3,119,10.54,8.1,6,2.19,2,False
FL,127,415,347-3360,no,yes,24,211.5,121,35.96,183.9,115,15.63,186.2,103,8.38,13.5,1,3.65,3,False
SC,94,408,410-7256,no,no,0,229.2,103,38.96,163.9,133,13.93,190.1,67,8.55,7.4,6,2,3,False
WY,67,510,397-1984,no,no,0,125,96,21.25,294.5,114,25.03,205.7,75,9.26,10.2,4,2.75,1,True
TX,123,408,403-1542,no,yes,41,141.3,127,24.02,152,96,12.92,218.8,114,9.85,8.1,3,2.19,3,False
MA,116,415,329-5112,no,no,0,119,94,20.23,144.3,110,12.27,199.7,65,8.99,8.8,5,2.38,2,False
ID,107,415,399-6945,no,no,0,260.6,81,44.3,246.1,116,20.92,243.3,117,10.95,12.8,9,3.46,0,True
TX,110,415,331-8469,no,no,0,149.2,128,25.36,112.8,101,9.59,156.3,111,7.03,12.2,4,3.29,1,False
DE,29,415,387-4222,no,no,0,163.7,109,27.83,207.3,88,17.62,266.2,101,11.98,10.4,2,2.81,1,False
NY,76,415,362-1297,no,no,0,223,109,37.91,218.7,97,18.59,138.6,126,6.24,11.6,8,3.13,2,False
ME,115,408,391-3380,no,no,0,200.2,115,34.03,268.8,109,22.85,185.4,102,8.34,12.8,2,3.46,3,False
NM,68,415,338-2768,no,no,0,248.6,59,42.26,199.1,126,16.92,112.5,117,5.06,6.5,3,1.76,2,False
IL,63,415,388-5162,no,yes,26,214.2,80,36.41,253,152,21.51,156.4,109,7.04,10.3,2,2.78,2,False
LA,69,415,401-3615,no,no,0,245.6,128,41.75,173,101,14.71,111.8,118,5.03,14.2,7,3.83,2,False
TN,97,408,384-2846,no,no,0,238.6,85,40.56,203.3,75,17.28,180.5,127,8.12,16.2,8,4.37,0,False
MI,108,510,360-1292,yes,no,0,86.1,97,14.64,227.9,101,19.37,225.8,102,10.16,9.1,3,2.46,3,False
MS,79,415,408-4628,no,no,0,161.6,94,27.47,187.5,110,15.94,220.8,71,9.94,10.3,7,2.78,2,False
DE,52,415,345-8273,no,no,0,257.9,80,43.84,220.7,82,18.76,225.4,70,10.14,16.8,3,4.54,2,True
KS,114,415,382-5278,no,no,0,209.2,127,35.56,165.3,93,14.05,196.8,98,8.86,10.6,8,2.86,3,False
RI,90,510,377-9241,no,yes,19,214,57,36.38,245.3,105,20.85,205.6,68,9.25,10.3,2,2.78,1,False
NJ,82,415,351-8843,no,yes,33,247.4,106,42.06,167.1,110,14.2,207.6,113,9.34,6.8,1,1.84,5,False
WI,122,415,404-2461,no,yes,21,196,104,33.32,194.7,73,16.55,150.8,92,6.79,9.6,4,2.59,0,False
MT,73,415,349-8440,no,yes,33,129.8,112,22.07,225.3,96,19.15,262.5,104,11.81,8.6,3,2.32,1,False
WV,100,408,397-5665,no,no,0,239.1,96,40.65,180.1,110,15.31,259.2,112,11.66,14,2,3.78,0,False
IL,124,510,406-4435,no,no,0,133.2,80,22.64,144.2,98,12.26,261,102,11.75,12,3,3.24,3,True
OR,112,408,402-4433,no,no,0,135.7,34,23.07,243,99,20.66,209.3,115,9.42,12.2,8,3.29,1,False
MN,120,415,342-2394,no,yes,31,211,117,35.87,238.7,77,20.29,184.5,99,8.3,14,8,3.78,1,False
TX,95,510,351-3724,no,no,0,135.2,93,22.98,285.9,123,24.3,228.1,112,10.26,10,2,2.7,3,False
AZ,102,510,384-1980,no,yes,29,158.2,132,26.89,250.6,47,21.3,219.3,86,9.87,15.1,4,4.08,1,False
LA,61,408,400-3569,no,no,0,140.8,126,23.94,212.5,115,18.06,141.7,79,6.38,6.4,5,1.73,4,True
AL,42,510,364-4057,no,no,0,160.2,103,27.23,159.8,116,13.58,255.7,87,11.51,12.9,3,3.48,1,False
MD,104,415,414-5978,no,no,0,153.7,86,26.13,160.3,78,13.63,176.6,140,7.95,9.6,8,2.59,1,False
ND,184,415,410-4662,no,no,0,237.6,86,40.39,157,105,13.35,163.6,103,7.36,14.2,2,3.83,2,False
DC,29,510,366-2822,no,no,0,182.1,92,30.96,180.4,91,15.33,206.4,128,9.29,7.2,2,1.94,2,False
MD,5,408,382-3713,no,no,0,198.7,108,33.78,146.7,86,12.47,216.8,95,9.76,9.5,3,2.57,2,False
MA,58,408,396-8095,no,yes,47,151.1,117,25.69,137.4,103,11.68,172.6,99,7.77,9.2,8,2.48,1,False
AR,103,415,401-9574,no,yes,22,219,126,37.23,311.9,126,26.51,197,112,8.87,9,8,2.43,3,False
DC,165,510,352-3780,no,no,0,195.2,84,33.18,229.5,116,19.51,185.3,147,8.34,11.9,3,3.21,0,False
NJ,77,408,391-4345,yes,yes,34,209.9,79,35.68,226.1,88,19.22,101.8,103,4.58,11.4,2,3.08,2,True
MD,156,510,341-2398,no,no,0,81.7,133,13.89,242.5,117,20.61,203.8,112,9.17,12.3,6,3.32,3,False
RI,132,415,394-6726,yes,yes,18,130.7,86,22.22,186.1,98,15.82,204.8,103,9.22,11.9,6,3.21,0,False
AL,115,415,338-7859,no,no,0,265.9,112,45.2,132.9,94,11.3,185.2,106,8.33,14.6,7,3.94,1,False
MS,109,510,375-7103,yes,no,0,186.5,106,31.71,190.3,103,16.18,168.5,128,7.58,10.5,6,2.84,2,False
NJ,117,408,397-2769,no,no,0,185.6,115,31.55,174.8,83,14.86,188.2,122,8.47,6.7,4,1.81,4,True
TX,148,408,410-4829,no,no,0,249.7,91,42.45,185.1,90,15.73,234.2,88,10.54,10.5,1,2.84,1,False
MS,135,510,371-3276,no,no,0,204.1,116,34.7,150.2,74,12.77,108.1,154,4.86,8.1,1,2.19,2,False
WI,87,510,335-2978,no,yes,24,135.8,108,23.09,251.4,62,21.37,181.5,91,8.17,6.4,4,1.73,0,False
GA,26,510,401-3419,no,no,0,83.2,93,14.14,199.5,64,16.96,242.6,112,10.92,10.7,4,2.89,1,False
ME,78,415,420-4405,no,no,0,211.4,105,35.94,249.9,77,21.24,199.6,129,8.98,9.3,2,2.51,2,False
MT,78,510,351-9552,no,no,0,185.8,102,31.59,251.6,88,21.39,202.8,86,9.13,13.3,6,3.59,2,False
AR,121,415,418-9746,no,no,0,123.6,113,21.01,229.4,85,19.5,242.9,97,10.93,10.3,4,2.78,0,False
ID,101,415,369-1046,no,no,0,202.5,91,34.43,142.5,134,12.11,219.6,102,9.88,10.1,4,2.73,3,False
ND,90,510,369-7226,no,no,0,169.4,127,28.8,157.2,111,13.36,172.4,103,7.76,10.7,2,2.89,1,False
AZ,83,415,391-7154,no,no,0,135.2,76,22.98,161,98,13.69,129.3,105,5.82,9,6,2.43,0,False
CA,81,408,357-6526,no,no,0,125.1,103,21.27,209.6,103,17.82,186.2,78,8.38,11.8,1,3.19,1,False
NJ,119,408,350-5622,no,no,0,287.1,83,48.81,218.4,124,18.56,151.5,42,6.82,11,4,2.97,1,True
NV,134,415,343-3870,no,no,0,199.7,107,33.95,205.8,86,17.49,198.8,125,8.95,8.3,5,2.24,0,False
NV,48,408,343-8580,no,no,0,247.6,114,42.09,172.3,110,14.65,264.4,107,11.9,7.1,3,1.92,1,False
AL,185,415,331-5614,no,no,0,158.5,93,26.95,294.7,69,25.05,146.2,116,6.58,16.6,3,4.48,0,False
AL,91,510,372-4493,no,yes,39,160.8,97,27.34,119.3,54,10.14,147.9,101,6.66,10.3,3,2.78,3,False
SC,90,408,342-9503,no,yes,31,118.5,92,20.15,257.9,76,21.92,186.2,96,8.38,9,6,2.43,1,False
WV,159,415,343-3973,no,no,0,181,107,30.77,188.4,114,16.01,175.8,41,7.91,9.9,4,2.67,7,False
CO,103,510,374-3585,no,yes,40,140.3,52,23.85,245.6,114,20.88,111.7,86,5.03,11.1,6,3,1,False
OH,142,408,378-7878,yes,no,0,160.6,101,27.3,202,125,17.17,221.7,100,9.98,8.8,2,2.38,1,True
TX,104,510,420-9325,no,no,0,111.9,105,19.02,197.7,121,16.8,302.8,108,13.63,10.1,5,2.73,1,False
ME,82,415,338-7583,no,no,0,120.5,107,20.49,176.3,124,14.99,258,121,11.61,10.5,5,2.84,0,False
LA,76,510,399-1915,no,no,0,156.3,117,26.57,115.7,53,9.83,316.4,121,14.24,6.8,4,1.84,1,False
MT,88,408,329-8057,no,no,0,242.4,89,41.21,161.4,89,13.72,142.4,95,6.41,5.4,2,1.46,1,False
NJ,118,408,358-5492,no,no,0,178.4,81,30.33,182.7,119,15.53,251.4,109,11.31,10.8,2,2.92,1,False
UT,139,510,385-4731,no,no,0,258.7,94,43.98,190.3,132,16.18,247.2,73,11.12,11.4,2,3.08,1,True
DC,87,415,364-8868,no,yes,18,124.3,104,21.13,196.1,80,16.67,290,110,13.05,7.2,3,1.94,1,False
UT,167,415,384-6032,no,no,0,94.9,114,16.13,315.8,105,26.84,181,71,8.15,10.8,6,2.92,0,False
CO,138,408,389-5315,no,no,0,182,101,30.94,200.3,119,17.03,208.9,131,9.4,13.4,3,3.62,4,False
MA,130,408,348-8302,no,no,0,162,62,27.54,278.1,108,23.64,197.5,82,8.89,9.1,4,2.46,1,False
